contract,primary_risk,cohort_users,files,coverage,median_paired_improvement_risk_fraction,q25,q75,min,max,positive_users,raw_one_sided_sign_p,holm_adjusted_one_sided_sign_p,median_primary_risk_full,median_primary_risk_accepted,median_secondary_risk_full,median_secondary_risk_accepted
Gate4E_Requirement_U,ordinary_usage_weighted_flip,20,702,0.3,0.17081504879185225,0.1603579248820548,0.20419476980409454,0.07750407861175046,0.2723075015016114,20,9.5367431640625e-07,1.9073486328125e-06,0.3286061776963363,0.1418887676992649,0.6528903047249125,0.6840114484069577
Gate4F_Requirement_B,class_balanced_flip,20,702,0.3,0.16112784355661863,0.12287226705040716,0.1806513823435017,0.02489316554700538,0.20384643392502522,20,9.5367431640625e-07,1.9073486328125e-06,0.6528903047249125,0.4748364256796202,0.3286061776963363,0.34880947119915023
